Date,AS51 Index,SX5E Index,MXEF Index,NKY Index,UKX Index,TX60AR Index,SPX Index,FNRET Index,I05500CA Index,I05510CA Index,LEATTREU Index,LECPTREU Index,LSG1TRGU Index,LC61TRGU Index,I38292JP Index,SPBJPCPT Index,I12877US Index,BEMUTRUU Index,BATY0 Index,BACR0 Index,LUATTRUU Index,LUACTRUU Index,LF98TRUU Index,LUMSTRUU Index
11/30/21,7255.97,4063.06,1212.42,27821.76,7059.45,3808.41,4567,268.8,208.772,255.4401,280.825,263.9239,309.6372,343.39,113.579,105.554,307.0434,145.4278,10807.727,10901.424,2512.85,3526.39,2416.14,2301.27
12/31/21,7444.642,4298.41,1232.01,28791.71,7384.54,3938.92,4766.18,285.74,211.6927,258.964,276.3171,263.6373,301.1603,339.19,113.3685,105.425,307.2503,147.4113,10804.837,10922.067,2499.95,3523.57,2461.43,2299.2
1/31/22,6971.632,4174.6,1208.23,27001.98,7464.37,3931.11,4515.55,270.22,206.4152,251.7818,273.3388,260.1542,288.9245,328.11,112.5243,105.172,299.8293,143.2859,10693.046,10860.043,2452.59,3404.96,2394.13,2265.1
2/28/22,7049.125,3924.23,1171.31,26526.82,7458.25,3926.39,4373.94,258.36,205.678,248.9659,268.0175,253.6129,284.6978,319.76,111.8721,104.98,286.235,133.4009,10552.934,10743.96,2436.43,3336.85,2369.55,2243.2
3/31/22,7499.588,3902.52,1141.79,27821.43,7515.68,4075.63,4530.41,263.75,199.5768,242.4134,261.6897,250.5653,278.4156,316.31,111.5566,104.758,276.9724,131.1975,10128.142,10416.296,2360.57,3252.71,2342.38,2184.86
4/29/22,7435.014,3802.86,1076.19,26847.9,7544.55,3877.84,4131.93,253.5,194.0955,235.0522,251.7262,243.6972,270.1366,305.82,111.2897,104.692,268.7371,123.5048,9975.354,10276.575,2287.44,3074.85,2259.09,2108.17
5/31/22,7211.172,3789.21,1077.67,27279.8,7607.66,3883.61,4132.15,247.6,194.1501,234.8684,247.1065,240.6995,261.7312,301.27,111.1066,104.611,267.1032,123.1293,9875.627,10217.067,2291.62,3103.56,2264.63,2131.48
6/30/22,6568.063,3454.86,1000.67,26393.04,7169.28,3560.24,3785.38,222.12,190.598,231.4415,242.4459,232.309,256.6023,291.09,110.0161,104.172,257.4844,114.3516,9745.278,10080.249,2271.46,3016.66,2112.15,2097.35
7/29/22,6945.15,3708.1,993.78,27801.64,7423.43,3699.44,4130.29,246.88,196.7454,238.567,252.471,243.2287,263.6827,301.27,110.8002,104.363,259.4105,117.1334,10091.623,10322.519,2307.67,3114.32,2236.84,2164.78
8/31/22,6986.756,3517.25,994.11,28091.53,7284.15,3640.02,3955,231.11,191.5903,233.8204,239.3639,232.9428,242.2944,281.16,110.5112,104.184,260.2622,116.4695,9814.605,10175.998,2250.42,3022.99,2185.29,2090.76
9/30/22,6474.198,3318.2,875.79,25937.21,6893.81,3498.61,3585.62,203.6,191.0399,231.485,230.1981,225.2044,221.7859,256.2,109.317,103.7,246.6043,108.5847,9675.58,10073.553,2172.7,2864.12,2098.5,1985.15
10/31/22,6863.459,3617.54,848.16,27587.46,7094.53,3696.32,3871.98,228.08,189.4855,229.9265,230.618,225.4386,229.0231,267.38,109.1788,103.633,239.7213,109.1212,9793.358,10113.117,2142.42,2834.5,2153.03,1956.87
11/30/22,7284.172,3964.72,972.29,27968.99,7573.05,3903.31,4080.11,243.24,193.8279,236.5508,236.1274,231.7706,235.9116,278.64,108.646,103.312,256.4664,118.5315,9933.855,10249.844,2199.79,2981.28,2199.76,2036.63
12/30/22,7038.688,3793.62,956.38,26094.5,7451.74,3693,3839.5,236.33,190.8106,234.355,225.3052,227.6622,225.5421,273.81,107.1992,102.454,261.6132,118.7416,9698.472,10185.987,2188.39,2968.2,2186.03,2027.65
1/31/23,7476.661,4163.45,1031.5,27327.11,7771.7,3965.51,4076.6,253.1,195.4795,241.1578,230.7725,232.7202,231.7903,284.93,106.9273,102.475,270.3842,122.7409,9983.566,10408.982,2243.23,3087.13,2269.26,2094.45
2/28/23,7258.399,4238.38,964.01,27445.56,7876.28,3862.93,3970.15,240.27,191.5036,237.5007,225.3874,229.3582,223.6901,277.78,108.1162,102.733,263.9436,119.917,9826.092,10344.377,2190.74,2988.93,2240.09,2039.15
3/31/23,7177.754,4315.05,990.28,28041.48,7631.74,3844.77,4109.31,229.96,196.3777,240.7737,230.8599,231.6487,230.4381,280.58,109.7886,103.379,266.9015,120.4697,10172.709,10535.926,2254.15,3072.15,2264.03,2078.87
4/28/23,7309.152,4359.31,977.05,28856.44,7870.57,3981.2,4169.48,227.96,197.764,243.8682,230.6368,233.2694,226.3461,281.37,109.9679,103.531,268.6623,120.9353,10173.502,10583.449,2266.23,3095.67,2286.64,2089.63
5/31/23,7091.311,4218.04,958.53,30887.88,7446.14,3769.62,4179.83,215.74,193.9207,240.5402,231.6075,233.6657,217.7913,274.37,109.9042,103.691,266.2855,120.6958,10031.592,10529.414,2239.92,3050.83,2265.69,2074.32
6/30/23,7203.299,4399.09,989.48,33189.04,7531.53,3904.34,4450.38,228.87,193.368,240.9065,230.9831,232.635,216.7168,270.99,110.2127,103.952,268.2927,123.8748,9802.641,10415.3,2223.1,3063.39,2303.6,2065.47
7/31/23,7410.424,4471.31,1046.91,33172.22,7699.41,3988.05,4588.96,238.54,191.2944,240.2746,230.6123,235.078,218.4988,277.47,108.4088,103.415,269.6396,126.7276,9850.94,10503.467,2215.23,3073.95,2335.38,2063.93
8/31/23,7305.269,4297.11,980.33,32619.34,7439.13,3930.28,4507.66,223.43,191.0969,239.9494,231.3351,235.4465,217.3456,276.88,107.5021,103.28,267.1323,124.6343,9910.724,10607.091,2203.75,3050.07,2341.85,2046.95
9/29/23,7048.637,4174.66,952.78,31857.62,7608.08,3804.84,4288.05,206.89,186.6319,236.062,225.1727,233.4242,215.1456,276.98,106.736,102.982,264.0042,121.574,9724.617,10546.089,2155.06,2968.65,2314.15,1981.73
10/31/23,6780.678,4061.12,915.2,30858.85,7321.72,3684.99,4193.8,206.24,187.4179,237.0412,226.0697,234.3637,214.1898,276.3,104.9766,102.314,259.4804,120.0715,9544.525,10464.377,2129.02,2913.06,2287.2,1940.79
11/30/23,7087.334,4382.47,987.1,33486.89,7453.75,3976.66,4567.8,226.54,194.1784,245.7941,232.8796,239.756,220.861,286.39,107.2613,103.262,270.5716,127.0279,9838.937,10657.21,2202.96,3087.21,2390.82,2041.96
12/29/23,7590.818,4521.44,1023.74,33464.17,7733.24,4138.03,4769.83,247.85,200.3674,253.5862,241.3724,246.3011,233.5757,300.62,107.7262,103.567,279.0111,133.0604,10111.636,10880.942,2277.09,3221.05,2479.95,2129.96
1/31/24,7680.718,4648.4,975.8,36286.71,7630.57,4159.97,4845.65,237.53,197.4333,251.9206,240.1858,246.6374,228.0815,297.38,106.8741,103.451,280.9617,132.1688,10127.69,10925.841,2270.7,3215.57,2479.85,2120.11
2/29/24,7698.699,4877.77,1020.94,39166.19,7630.02,4241.26,5096.27,237.98,196.3712,252.3477,237.3422,244.4607,225.2603,295.58,107.2409,103.548,282.0613,133.3945,10091.419,10931.014,2240.91,3167.24,2487.09,2085.62
3/29/24,7896.858,5083.42,1043.2,40369.44,7952.62,4400,5254.35,246.24,197.4899,253.771,239.8089,247.4474,229.3643,300.94,107.0919,103.647,285.2429,136.6305,10207.652,11029.592,2255.31,3208.19,2516.52,2107.71
4/30/24,7664.075,4921.22,1045.95,38405.66,8144.13,4304.39,5035.69,234.23,193.689,250.657,236.4267,245.351,222.0198,294.46,105.7904,103.287,281.6072,133.8331,10000.719,10929.019,2202.82,3126.55,2492.86,2043.94
5/31/24,7701.739,4983.67,1048.96,38487.9,8275.38,4419.03,5277.51,241.07,196.6923,254.0181,236.1681,246.005,223.8926,297.51,104.0224,102.712,286.6754,136.263,10035.925,11005.524,2234.91,3185.11,2520.25,2084.78
6/28/24,7767.47,4894.02,1086.25,39583.08,8164.12,4340.88,5460.48,242.41,199.1281,256.5723,236.6289,247.6342,226.8458,299.58,104.2499,102.995,288.849,136.8291,10104.934,11054.463,2257.45,3205.37,2544.05,2109.17
7/31/24,8092.334,4872.94,1084.77,39101.82,8367.98,4605.8,5522.3,259.6,203.3583,262.0501,241.9989,251.8826,231.0857,304.96,104.2124,102.937,293.925,139.8238,10254.057,11226.456,2306.84,3281.77,2593.51,2164.77
8/30/24,8091.854,4957.98,1099.92,38647.75,8376.63,4682.64,5648.4,277.5,204.4592,262.8886,242.9507,252.6283,232.2952,305.71,105.4663,103.638,298.5436,142.7971,10372.594,11330.602,2336.35,3333.38,2635.81,2199.7
9/30/24,8269.83,5000.45,1170.85,37919.55,8236.95,4825.53,5762.48,282.31,207.3945,268.3666,246.1305,255.7405,232.3984,306.73,105.8135,103.758,302.839,145.9043,10397.875,11392.288,2364.44,3392.48,2678.46,2225.79
10/31/24,8160.029,4827.63,1119.52,39081.25,8110.1,4858.03,5705.45,275.22,204.8582,266.9905,243.7363,254.9554,225.976,302.92,105.1966,103.566,299.2888,143.7539,10183.198,11291.623,2308.14,3310.14,2663.98,2162.78
11/29/24,8436.232,4804.4,1078.57,38208.03,8287.3,5182.66,6032.38,288.71,206.4486,270.2904,249.37,258.9389,230.0319,307.5,104.4237,103.226,300.9191,145.559,10302.585,11388.262,2326.08,3354.42,2694.63,2191.61
12/31/24,8159.143,4895.98,1075.48,39894.54,8173.02,5008.77,5881.63,269.66,206.2687,270.9738,245.9061,257.9648,224.1747,305.76,104.3327,103.218,298.4152,143.7868,10340.245,11469.053,2290.24,3289.5,2683.14,2155.51
1/31/25,8532.3,5286.87,1093.37,39572.49,8673.96,5218.44,6040.53,268.65,208.6989,273.6613,245.3931,259.1064,225.9852,309.3,103.6298,102.834,301.0339,146.0846,10354.774,11519.21,2302.09,3307.68,2719.8,2166.52
2/28/25,8172.354,5463.54,1097.25,37155.5,8809.74,5197.22,5954.5,278.62,211.0117,275.6553,247.1202,260.6514,227.8669,310.84,102.8398,102.514,306.3407,148.3769,10447.957,11610.393,2351.72,3375.11,2738.06,2221.76
3/31/25,7843.424,5248.39,1101.4,35617.56,8582.81,5096.08,5611.85,267.39,210.6698,275.6646,242.6849,257.9399,225.1764,306.75,101.8035,102.204,306.5031,146.6052,10460.154,11643.402,2357.12,3365.38,2710.07,2221.38
4/30/25,8126.207,5160.22,1112.84,36045.38,8494.85,5100.98,5569.06,257.65,209.3682,274.7987,247.4301,260.5041,229.3075,310.94,102.3696,102.857,304.5788,145.9938,10650.304,11770.615,2372.05,3364.28,2709.52,2227.75
5/30/25,8434.705,5366.59,1157.34,37965.1,8772.38,5362.78,5911.69,260.66,208.5319,276.3623,247.7416,261.9226,226.2124,310.53,100.9738,102.405,306.3252,148.2972,10652.386,11838.547,2347.66,3363.9,2755.03,2207.41
